41,Trans_Medium_Blue,#559AB7,#196973,128,null,null
43,Trans_Light_Blue,#AEE9EF,#72B3B0,128,null,null
39,Trans_Very_Light_Blue,#C1DFF0,#85A3B4,128,null,null
44,Trans_Light_Purple,#96709F,#5A3463,128,null,null
52,Trans_Purple,#A5A5CB,#280025,128,null,null
37,Trans_Dark_Pink,#DF6695,#A32A59,128,null,null
45,Trans_Pink,#FC97AC,#A8718C,128,null,null
334,Chrome_Gold,#BBA53D,#BBB23D,null,null,CHROME
383,Chrome_Silver,#E0E0E0,#A4A4A4,null,null,CHROME
60,Chrome_Antique_Brass,#645A4C,#281E10,null,null,CHROME
64,Chrome_Black,#1B2A34,#595959,null,null,CHROME
61,Chrome_Blue,#6C96BF,#202A68,null,null,CHROME
62,Chrome_Green,#3CB371,#007735,null,null,CHROME
63,Chrome_Pink,#AA4D8E,#6E1152,null,null,CHROME
183,Pearl_White,#F2F3F2,#333333,null,null,PEARLESCENT
150,Pearl_Very_Light_Gray,#BBBDBC,#333333,null,null,PEARLESCENT
135,Pearl_Light_Gray,#9CA3A8,#333333,null,null,PEARLESCENT
179,Flat_Silver,#898788,#333333,null,null,PEARLESCENT
148,Pearl_Dark_Gray,#575857,#333333,null,null,PEARLESCENT
137,Metal_Blue,#5677BA,#333333,null,null,PEARLESCENT
142,Pearl_Light_Gold,#DCBE61,#333333,null,null,PEARLESCENT
297,Pearl_Gold,#CC9C2B,#333333,null,null,PEARLESCENT
178,Flat_Dark_Gold,#B4883E,#333333,null,null,PEARLESCENT
134,Copper,#964A27,#333333,null,null,PEARLESCENT
80,Metallic_Silver,#A5A9B4,#333333,null,null,METAL
81,Metallic_Green,#899B5F,#333333,null,null,METAL
82,Metallic_Gold,#DBAC34,#333333,null,null,METAL
83,Metallic_Black,#1A2831,#333333,null,null,METAL
87,Metallic_Dark_Gray,#6D6E5C,#333333,null,null,METAL
79,Milky_White,#FFFFFF,#C3C3C3,224,null,null
21,Glow_In_Dark_Opaque,#E0FFB0,#A4C374,250,15,null
601,Glow_In_Dark_White,#BDC6AD,#818A71,250,15,null
294,Glow_In_Dark_Trans,#BDC6AD,#818A71,250,15,null
114,Glitter_Trans_Dark_Pink,#DF6695,#9A2A66,128,null,1
117,Glitter_Trans_Clear,#FFFFFF,#C3C3C3,128,null,1
129,Glitter_Trans_Purple,#640061,#280025,128,null,1
132,Speckle_Black_Silver,#000000,#898788,null,null,3
133,Speckle_Black_Gold,#000000,#DBAC34,null,null,3
75,Speckle_Black_Copper,#000000,#AB6038,null,null,3
76,Speckle_Dark_Bluish_Gray_Silver,#635F61,#898788,null,null,3
65,Rubber_Yellow,#F5CD2F,#333333,null,null,RUBBER
66,Rubber_Trans_Yellow,#CAB000,#8E7400,128,null,RUBBER
67,Rubber_Trans_Clear,#FFFFFF,#C3C3C3,128,null,RUBBER
256,Rubber_Black,#212121,#595959,null,null,RUBBER
273,Rubber_Blue,#0033B2,#333333,null,null,RUBBER
324,Rubber_Red,#C40026,#333333,null,null,RUBBER
350,Rubber_Orange,#D06610,#333333,null,null,RUBBER
375,Rubber_Light_Gray,#C1C2C1,#333333,null,null,RUBBER
406,Rubber_Dark_Blue,#001D68,#595959,null,null,RUBBER
449,Rubber_Purple,#81007B,#333333,null,null,RUBBER
490,Rubber_Lime,#D7F000,#333333,null,null,RUBBER
496,Rubber_Light_Bluish_Gray,#A3A2A4,#333333,null,null,RUBBER
504,Rubber_Flat_Silver,#898788,#333333,null,null,RUBBER
511,Rubber_White,#FAFAFA,#333333,null,null,RUBBER
16,Main_Colour,#7F7F7F,#333333,null,null,null
24,Edge_Colour,#7F7F7F,#333333,null,null,null
32,Trans_Black_IR_Lens,#000000,#333333,200,null,null
493,Magnet,#656761,#595959,null,null,METAL
494,Electric_Contact_Alloy,#D0D0D0,#333333,null,null,METAL
495,Electric_Contact_Copper,#AE7A59,#333333,null,null,METAL
